amp,a,,
blank_length,blankLength,,
depth_bin_length,depthBinLength,,
ensemble_seconds,ensembleSeconds,,
index_config_start,indexConfigStart,,
lat,latitude,,
lon,longitude,,
num_depth_bins,numDepthBins,,
num_pings,numPings,,
pflag,flag,,
pg,g,,
ping_interval,pingInterval,,
pulse_length,pulseLength,,
tr_temp,transducerTemperature,,
transducer_depth,transducerDepth,,
transducer_orientation,transducerOrientation,,
uship,uShip,,
vship,vShip,,
