BOTTLE,20001102WHPSIOJJW
#code : jjward hyd_to_exchange.pl V1.0
#original files copied from HTML directory: 2000.09.25
#original HYD file: a03hy.txt   Fri Oct 27 14:26:11 2000
#original SUM file: a03su.txt   Mon Sep 25 14:38:01 2000
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W
,,,,,,,,,,,,DBAR,IPTS-68,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,
      RUCT40_1,   A03,    83,  1,      9,      9,2,19931014,1202, 36.2540, -53.2757, 5458,   3201.3,   2.7270,  34.9365,2,  34.9310,2,    271.8,2,    25.59,2,  -999.00,5,    18.53,2,     1.25,2
      RUCT40_1,   A03,    83,  1,      8,      8,2,19931014,1202, 36.2540, -53.2757, 5458,   3603.3,   2.4438,  34.9016,2,  34.9082,2,    271.3,2,    29.78,2,  -999.00,5,    18.70,2,     1.29,2
      RUCT40_1,   A03,    83,  1,      7,      7,2,19931014,1202, 36.2540, -53.2757, 5458,   4004.0,   2.3104,  34.8971,2,  34.8962,2,    271.3,2,    33.19,2,  -999.00,5,    18.92,2,     1.30,2
      RUCT40_1,   A03,    83,  1,      6,      6,2,19931014,1202, 36.2540, -53.2757, 5458,   4458.6,   2.2569,  34.8685,4,  34.8934,2,    270.0,2,    35.75,2,  -999.00,5,    19.62,2,     1.33,2
      RUCT40_1,   A03,    83,  1,      5,      5,2,19931014,1202, 36.2540, -53.2757, 5458,   4893.6,   2.2090,  34.8499,4,  34.8804,2,    267.3,2,    42.75,2,  -999.00,5,    20.71,2,     1.43,2
      RUCT40_1,   A03,    83,  1,      4,      4,2,19931014,1202, 36.2540, -53.2757, 5458,   5129.9,   2.1922,  34.8659,2,  34.8727,2,    261.8,2,    46.25,2,  -999.00,5,    21.40,2,     1.50,2
      RUCT40_1,   A03,    83,  1,      3,      3,2,19931014,1202, 36.2540, -53.2757, 5458,   5407.6,   2.1978,  34.8477,4,  34.8776,2,    262.5,2,    47.93,2,  -999.00,5,    21.45,2,     1.50,2
      RUCT40_1,   A03,    83,  1,      2,      2,2,19931014,1202, 36.2540, -53.2757, 5458,   5437.4,   2.2006,  34.8766,2,  34.8731,2,    260.3,2,    48.75,2,  -999.00,5,    21.66,2,     1.54,2
      RUCT40_1,   A03,    83,  1,      1,      1,2,19931014,1202, 36.2540, -53.2757, 5458,   5488.5,   2.2006,  34.8897,3,  34.8650,2,    261.1,2,    49.24,2,  -999.00,5,    22.04,2,     1.51,2
      RUCT40_1,   A03,    84,  1,     24,     24,2,19931014,1825, 36.2423, -53.9090, 5466,      9.7,  24.5236,  36.3045,3,  36.2815,2,    215.0,2,     1.95,2,     0.02,2,     0.04,2,     0.00,2
      RUCT40_1,   A03,    84,  1,     23,    a23,2,19931014,1825, 36.2423, -53.9090, 5466,    101.0,  18.9317,  36.2852,3,  36.2614,2,    218.0,2,     2.35,2,     0.15,2,     0.30,2,     0.04,2
      RUCT40_1,   A03,    84,  1,     22,     22,2,19931014,1825, 36.2423, -53.9090, 5466,    420.5,  13.1676,  35.7208,2,  35.7348,2,    188.9,2,     7.36,2,     0.01,2,    13.39,2,     0.62,2
      RUCT40_1,   A03,    84,  1,     21,    k21,2,19931014,1825, 36.2423, -53.9090, 5466,    548.2,  11.0400,  35.4109,2,  35.4135,2,    169.3,2,    11.44,2,     0.04,2,    20.40,2,     0.96,2
      RUCT40_1,   A03,    84,  1,     20,     20,2,19931014,1825, 36.2423, -53.9090, 5466,    768.0,   7.2617,  35.0897,2,  35.0836,2,    189.0,2,    17.63,2,     0.05,2,    21.39,2,     1.21,2
      RUCT40_1,   A03,    84,  1,     19,    k19,2,19931014,1825, 36.2423, -53.9090, 5466,    909.2,   5.9513,  35.0867,2,  35.0792,2,    219.4,2,    16.43,2,  -999.00,5,    20.39,2,     1.13,2
      RUCT40_1,   A03,    84,  1,     18,     18,2,19931014,1825, 36.2423, -53.9090, 5466,   1005.9,   5.4083,  35.0645,2,  35.0802,2,    233.3,2,    15.83,2,  -999.00,5,    19.57,2,     1.15,2
      RUCT40_1,   A03,    84,  1,     17,    k17,2,19931014,1825, 36.2423, -53.9090, 5466,   1416.7,   4.1899,  34.9648,3,  34.9823,2,    266.0,2,    15.37,2,  -999.00,5,    18.22,2,     1.07,2
      RUCT40_1,   A03,    84,  1,     16,    a16,2,19931014,1825, 36.2423, -53.9090, 5466,   1576.2,   4.0012,  34.9743,2,  34.9687,2,    273.8,2,    15.50,2,  -999.00,5,    18.10,2,     1.01,2
      RUCT40_1,   A03,    84,  1,     15,     15,2,19931014,1825, 36.2423, -53.9090, 5466,   1993.1,   3.6896,  34.9803,2,  34.9647,2,    273.7,2,    17.38,2,  -999.00,5,    18.18,2,     0.98,2
      RUCT40_1,   A03,    84,  1,     14,     14,2,19931014,1825, 36.2423, -53.9090, 5466,   2315.6,   3.4730,  34.9852,2,  34.9697,2,    270.2,2,    20.45,2,  -999.00,5,    18.47,2,     1.04,2
      RUCT40_1,   A03,    84,  1,     13,     13,2,19931014,1825, 36.2423, -53.9090, 5466,   2473.9,   3.3133,  34.9699,2,  34.9742,2,    269.8,2,    21.00,2,  -999.00,5,    18.49,2,     1.07,2
      RUCT40_1,   A03,    84,  1,     12,    k12,2,19931014,1825, 36.2423, -53.9090, 5466,   2764.5,   3.0660,  34.9659,2,  34.9501,2,    272.3,2,    25.27,2,  -999.00,5,    19.06,2,     1.11,2
      RUCT40_1,   A03,    84,  1,     11,     11,2,19931014,1825, 36.2423, -53.9090, 5466,   2911.1,   2.8652,  34.9998,4,  34.9393,2,    273.6,2,    28.03,2,  -999.00,5,    19.04,2,     1.05,2
      RUCT40_1,   A03,    84,  1,     10,     10,2,19931014,1825, 36.2423, -53.9090, 5466,   3397.0,   2.5668,  34.9096,2,  34.9261,2,    274.0,2,    29.03,2,  -999.00,5,    18.53,2,     1.13,2
      RUCT40_1,   A03,    84,  1,      9,      9,2,19931014,1825, 36.2423, -53.9090, 5466,   3719.8,   2.4098,  34.8890,2,  34.9072,2,    276.6,2,    31.90,2,  -999.00,5,    18.69,2,     1.15,2
      RUCT40_1,   A03,    84,  1,      8,      8,2,19931014,1825, 36.2423, -53.9090, 5466,   4053.0,   2.3130,  34.8748,3,  34.9013,2,    275.7,2,    34.62,2,  -999.00,5,    19.11,2,     1.15,2
      RUCT40_1,   A03,    84,  1,      7,      7,2,19931014,1825, 36.2423, -53.9090, 5466,   4489.3,   2.2661,  34.8677,3,  34.8887,2,    270.9,2,    38.62,2,  -999.00,5,    19.62,2,     1.20,2
      RUCT40_1,   A03,    84,  1,      6,      6,2,19931014,1825, 36.2423, -53.9090, 5466,   4734.5,   2.2454,  34.8798,2,  34.8845,2,    269.1,2,    40.51,2,  -999.00,5,    20.04,2,     1.21,2
      RUCT40_1,   A03,    84,  1,      1,      1,2,19931014,1825, 36.2423, -53.9090, 5466,   5041.3,   2.2135,  34.8850,2,  34.8747,2,    267.2,2,  -999.00,5,  -999.00,5,    20.96,2,     1.26,2
      RUCT40_1,   A03,    84,  1,      5,      5,2,19931014,1825, 36.2423, -53.9090, 5466,   5060.3,   2.2126,  34.8686,2,  34.8755,2,    269.1,2,    46.24,2,  -999.00,5,    21.06,2,     1.27,2
      RUCT40_1,   A03,    84,  1,      4,      4,2,19931014,1825, 36.2423, -53.9090, 5466,   5316.4,   2.1948,  34.8715,2,  34.8688,2,    264.4,2,    49.73,2,  -999.00,5,    21.57,2,     1.35,2
      RUCT40_1,   A03,    84,  1,      3,      3,2,19931014,1825, 36.2423, -53.9090, 5466,   5410.3,   2.1910,  34.8741,2,  34.8674,2,    260.7,2,    51.46,2,  -999.00,5,    21.94,2,     1.34,2
      RUCT40_1,   A03,    84,  1,      2,      2,2,19931014,1825, 36.2423, -53.9090, 5466,   5475.8,   2.1910,  34.8741,2,  34.8662,2,    261.1,2,    51.76,2,  -999.00,5,    21.99,2,     1.47,2
      RUCT40_1,   A03,    85,  1,     24,     24,2,19931015,0107, 36.2355, -54.5547, 5158,     10.0,  24.5332,  36.3622,2,  36.3560,2,    212.4,2,     1.53,2,     0.00,2,     0.14,2,     0.01,2
      RUCT40_1,   A03,    85,  1,     23,    a23,2,19931015,0107, 36.2355, -54.5547, 5158,    102.8,  18.8827,  36.5334,2,  36.5290,2,    228.4,2,     1.79,2,     0.17,2,     0.04,2,     0.08,2
      RUCT40_1,   A03,    85,  1,     22,     22,2,19931015,0107, 36.2355, -54.5547, 5158,    304.3,  16.5759,  36.2788,2,  36.2674,2,    206.2,2,     3.41,2,     0.01,2,     6.40,2,     0.31,2
      RUCT40_1,   A03,    85,  1,     21,    k21,2,19931015,0107, 36.2355, -54.5547, 5158,    493.2,  13.1482,  35.7084,2,  35.7041,2,    182.8,2,     7.47,2,     0.04,2,    14.33,2,     0.74,2
      RUCT40_1,   A03,    85,  1,     20,     20,2,19931015,0107, 36.2355, -54.5547, 5158,    821.1,   7.0707,  35.0967,2,  35.0923,2,    195.9,2,    15.46,2,     0.03,2,    21.44,2,     1.19,2
      RUCT40_1,   A03,    85,  1,     19,    k19,2,19931015,0107, 36.2355, -54.5547, 5158,    926.6,   5.9005,  35.1113,3,  35.0907,2,    223.3,2,    14.76,2,  -999.00,5,    18.70,2,     1.09,2
      RUCT40_1,   A03,    85,  1,     18,     18,2,19931015,0107, 36.2355, -54.5547, 5158,   1055.9,   5.3814,  35.0768,2,  35.0792,2,    234.2,2,    14.32,2,  -999.00,5,    18.17,2,     1.11,2
      RUCT40_1,   A03,    85,  1,     17,    k17,2,19931015,0107, 36.2355, -54.5547, 5158,   1199.8,   4.8423,  35.0355,2,  35.0353,2,    250.3,2,    14.22,2,  -999.00,5,    16.33,2,     1.09,2
      RUCT40_1,   A03,    85,  1,     16,    a16,2,19931015,0107, 36.2355, -54.5547, 5158,   1650.6,   3.8873,  34.9777,3,  34.9563,2,    275.1,2,    14.04,2,  -999.00,5,    17.10,2,     1.04,2
      RUCT40_1,   A03,    85,  1,     15,     15,2,19931015,0107, 36.2355, -54.5547, 5158,   2058.2,   3.5900,  34.9538,2,  34.9464,2,    282.0,2,    15.18,2,  -999.00,5,    16.91,2,     1.01,2
      RUCT40_1,   A03,    85,  1,     14,     14,2,19931015,0107, 36.2355, -54.5547, 5158,   2463.3,   3.3764,  34.9688,2,  34.9608,2,    273.7,2,    19.16,2,  -999.00,5,    17.25,2,     1.05,2
      RUCT40_1,   A03,    85,  1,     13,     13,2,19931015,0107, 36.2355, -54.5547, 5158,   2547.5,   3.3055,  34.9739,2,  34.9736,2,    268.5,2,    19.68,2,  -999.00,5,    17.95,2,     1.07,2
      RUCT40_1,   A03,    85,  1,     12,    k12,2,19931015,0107, 36.2355, -54.5547, 5158,   2655.9,   3.2111,  34.9740,2,  34.9564,2,    271.9,2,    21.78,2,  -999.00,5,    17.52,2,     1.12,2
      RUCT40_1,   A03,    85,  1,     11,     11,2,19931015,0107, 36.2355, -54.5547, 5158,   2958.6,   2.9526,  34.9474,2,  34.9421,2,    272.7,2,    24.16,2,  -999.00,5,    17.53,2,     1.05,2
      RUCT40_1,   A03,    85,  1,     10,     10,2,19931015,0107, 36.2355, -54.5547, 5158,   3368.9,   2.6371,  34.9182,2,  34.9342,2,    273.6,2,    27.31,2,  -999.00,5,    17.35,2,     1.13,2
      RUCT40_1,   A03,    85,  1,      9,      9,2,19931015,0107, 36.2355, -54.5547, 5158,   3571.8,   2.5092,  34.9059,2,  34.9153,2,    275.3,2,    28.70,2,  -999.00,5,    17.77,2,     1.15,2
      RUCT40_1,   A03,    85,  1,      8,      8,2,19931015,0107, 36.2355, -54.5547, 5158,   3761.0,   2.4152,  34.8963,2,  34.9094,2,    274.8,2,    30.89,2,  -999.00,5,    18.04,2,     1.15,2
      RUCT40_1,   A03,    85,  1,      7,      7,2,19931015,0107, 36.2355, -54.5547, 5158,   3966.0,   2.3429,  34.8890,2,  34.9003,2,    273.5,2,    32.71,2,  -999.00,5,    17.79,2,     1.15,2
      RUCT40_1,   A03,    85,  1,      6,      6,2,19931015,0107, 36.2355, -54.5547, 5158,   4197.8,   2.3100,  34.8724,3,  34.8997,2,    273.0,2,    33.65,2,  -999.00,5,    18.32,2,     1.13,2
      RUCT40_1,   A03,    85,  1,      5,      5,2,19931015,0107, 36.2355, -54.5547, 5158,   4346.6,   2.2753,  34.8919,2,  34.8916,2,    273.0,2,    36.09,2,  -999.00,5,    18.84,2,     1.15,2
      RUCT40_1,   A03,    85,  1,      4,      4,2,19931015,0107, 36.2355, -54.5547, 5158,   4694.6,   2.2471,  34.8616,3,  34.8845,2,    270.5,2,    39.40,2,  -999.00,5,    19.31,2,     1.25,2
      RUCT40_1,   A03,    85,  1,      3,      3,2,19931015,0107, 36.2355, -54.5547, 5158,   4925.6,   2.2189,  34.8687,2,  34.8830,2,    269.4,2,    42.35,2,  -999.00,5,    19.85,2,     1.25,2
      RUCT40_1,   A03,    85,  1,      2,      2,2,19931015,0107, 36.2355, -54.5547, 5158,   5042.1,   2.1899,  34.8784,2,  34.8711,2,    264.6,2,    47.48,2,  -999.00,5,    20.60,2,     1.32,2
      RUCT40_1,   A03,    85,  1,      1,      1,2,19931015,0107, 36.2355, -54.5547, 5158,   5082.1,   2.1814,  34.8841,2,  34.8725,2,    267.6,2,    48.40,2,  -999.00,5,    20.48,2,     1.34,2
      RUCT40_1,   A03,    86,  1,     24,     24,2,19931015,0750, 36.2530, -55.2040, 5420,     31.5,  24.4465,  36.3176,2,  36.2997,2,    208.9,2,     1.95,2,     0.01,2,     0.16,2,     0.00,2
      RUCT40_1,   A03,    86,  1,     23,    a23,2,19931015,0750, 36.2530, -55.2040, 5420,     92.3,  19.1693,  36.5312,2,  36.5352,2,    221.0,2,     2.12,2,     0.13,2,     0.09,2,     0.02,2
      RUCT40_1,   A03,    86,  1,     22,     22,2,19931015,0750, 36.2530, -55.2040, 5420,    290.9,  17.3853,  36.4347,2,  36.4233,2,    209.7,2,     3.15,2,     0.03,2,     4.43,2,     0.21,2
      RUCT40_1,   A03,    86,  1,     21,    k21,2,19931015,0750, 36.2530, -55.2040, 5420,    487.8,  14.4384,  35.9066,2,  35.8974,2,    190.6,2,     6.09,2,     0.01,2,    10.89,2,     0.57,2
      RUCT40_1,   A03,    86,  1,     20,     20,2,19931015,0750, 36.2530, -55.2040, 5420,    766.5,   8.9034,  35.1825,2,  35.1795,2,    155.9,2,    16.79,2,     0.03,2,    24.49,2,     1.34,2
      RUCT40_1,   A03,    86,  1,     19,    k19,2,19931015,0750, 36.2530, -55.2040, 5420,    883.1,   6.9728,  35.0709,2,  35.0685,2,    192.0,2,    15.84,2,  -999.00,5,    21.60,2,     1.29,2
      RUCT40_1,   A03,    86,  1,     18,     18,2,19931015,0750, 36.2530, -55.2040, 5420,    926.6,   6.3208,  35.1322,3,  35.1083,2,    209.8,2,    15.07,2,  -999.00,5,    20.32,2,     1.17,2
      RUCT40_1,   A03,    86,  1,     17,    k17,2,19931015,0750, 36.2530, -55.2040, 5420,   1043.1,   5.6320,  35.0478,2,  35.0590,2,    226.3,2,    14.91,2,  -999.00,5,    19.64,2,     1.17,2
      RUCT40_1,   A03,    86,  1,     16,    a16,2,19931015,0750, 36.2530, -55.2040, 5420,   1152.3,   5.1658,  35.0372,2,  35.0531,2,    241.1,2,    14.24,2,  -999.00,5,    18.95,2,     1.13,2
      RUCT40_1,   A03,    86,  1,     15,     15,2,19931015,0750, 36.2530, -55.2040, 5420,   1556.1,   4.0861,  34.9841,2,  34.9717,2,    268.1,2,    14.07,2,  -999.00,5,    17.80,2,     1.07,2
      RUCT40_1,   A03,    86,  1,     14,     14,2,19931015,0750, 36.2530, -55.2040, 5420,   1692.3,   3.9259,  34.9768,3,  34.9585,2,    272.0,2,    14.26,2,  -999.00,5,    17.68,2,     1.07,2
      RUCT40_1,   A03,    86,  1,     13,     13,2,19931015,0750, 36.2530, -55.2040, 5420,   1924.3,   3.7374,  34.9618,2,  34.9696,2,    269.8,2,    15.86,2,  -999.00,5,    17.66,2,     1.07,2
      RUCT40_1,   A03,    86,  1,     12,    k12,2,19931015,0750, 36.2530, -55.2040, 5420,   2143.8,   3.6418,  34.9886,3,  34.9648,2,    324.1,4,    17.01,2,  -999.00,5,    17.73,2,     1.12,2
      RUCT40_1,   A03,    86,  1,     11,     11,2,19931015,0750, 36.2530, -55.2040, 5420,   2369.6,   3.4990,  34.9836,2,  34.9710,2,    271.9,2,    19.29,2,  -999.00,5,    17.82,2,     1.05,2
      RUCT40_1,   A03,    86,  1,     10,     10,2,19931015,0750, 36.2530, -55.2040, 5420,   2570.6,   3.2959,  34.9829,2,  34.9706,2,    270.1,2,    20.34,2,  -999.00,5,    17.89,2,     1.14,2
      RUCT40_1,   A03,    86,  1,      9,      9,2,19931015,0750, 36.2530, -55.2040, 5420,   2959.0,   2.9750,  34.9629,2,  34.9467,2,    270.1,2,    24.61,2,  -999.00,5,    18.18,2,     1.15,2
      RUCT40_1,   A03,    86,  1,      8,      8,2,19931015,0750, 36.2530, -55.2040, 5420,   3372.1,   2.6501,  34.9223,2,  34.9312,2,    271.3,2,    26.52,2,  -999.00,5,    17.88,2,     1.15,2
      RUCT40_1,   A03,    86,  1,      7,      7,2,19931015,0750, 36.2530, -55.2040, 5420,   3871.2,   2.3784,  34.8888,2,  34.9044,2,    271.7,2,    31.64,2,  -999.00,5,    18.13,2,     1.15,2
      RUCT40_1,   A03,    86,  1,      6,      6,2,19931015,0750, 36.2530, -55.2040, 5420,   4373.8,   2.2769,  34.8882,2,  34.8949,2,    270.0,2,    36.06,2,  -999.00,5,    18.78,2,     1.22,2
      RUCT40_1,   A03,    86,  1,      5,      5,2,19931015,0750, 36.2530, -55.2040, 5420,   4772.1,   2.2328,  34.8782,2,  34.8786,2,    267.8,2,    41.76,2,  -999.00,5,    19.60,2,     1.26,2
      RUCT40_1,   A03,    86,  1,      4,      4,2,19931015,0750, 36.2530, -55.2040, 5420,   5093.3,   2.2000,  34.8703,2,  34.8723,2,    263.5,2,    46.77,2,  -999.00,5,    20.54,2,     1.35,2
      RUCT40_1,   A03,    86,  1,      3,      3,2,19931015,0750, 36.2530, -55.2040, 5420,   5271.2,   2.1821,  34.8582,2,  34.8717,2,    262.0,2,    49.67,2,  -999.00,5,    20.87,2,     1.37,2
      RUCT40_1,   A03,    86,  1,      2,      2,2,19931015,0750, 36.2530, -55.2040, 5420,   5388.8,   2.1840,  34.8575,2,  34.8682,2,    260.7,2,    51.47,2,  -999.00,5,    21.17,2,     1.38,2
      RUCT40_1,   A03,    86,  1,      1,      1,2,19931015,0750, 36.2530, -55.2040, 5420,   5396.9,   2.1831,  34.8653,2,  34.8640,2,    261.1,2,    50.41,2,  -999.00,5,    21.18,2,     1.38,2
      RUCT40_1,   A03,    87,  1,     24,     24,2,19931015,1346, 36.2343, -55.8257, 5414,     11.4,  24.2934,  36.3466,2,  36.3388,2,    210.2,2,     2.83,2,     0.00,2,     0.18,2,     0.02,2
      RUCT40_1,   A03,    87,  1,     23,    a23,2,19931015,1346, 36.2343, -55.8257, 5414,     96.4,  21.0960,  36.6732,2,  36.6730,2,    198.8,2,     2.85,2,     0.07,2,     1.42,2,     0.08,2
      RUCT40_1,   A03,    87,  1,     22,     22,2,19931015,1346, 36.2343, -55.8257, 5414,    302.5,  18.0443,  36.5263,2,  36.5177,2,    213.6,2,     3.03,2,     0.01,2,     3.13,2,     0.17,2
      RUCT40_1,   A03,    87,  1,     21,    k21,2,19931015,1346, 36.2343, -55.8257, 5414,    402.5,  17.3207,  36.4191,2,  36.4118,2,    205.8,2,     3.56,2,     0.01,2,     5.15,2,     0.25,2
      RUCT40_1,   A03,    87,  1,     20,     20,2,19931015,1346, 36.2343, -55.8257, 5414,    614.0,  13.8683,  35.8062,2,  35.7971,2,    182.8,2,     7.76,2,     0.02,2,    12.58,2,     0.74,2
      RUCT40_1,   A03,    87,  1,     19,    k19,2,19931015,1346, 36.2343, -55.8257, 5414,    867.4,   8.3073,  35.1217,2,  35.1126,2,    163.2,2,    17.77,2,  -999.00,5,    23.16,2,     1.33,2
      RUCT40_1,   A03,    87,  1,     18,     18,2,19931015,1346, 36.2343, -55.8257, 5414,    924.8,   7.4298,  35.2022,2,  35.1866,2,    192.0,2,    16.36,2,  -999.00,5,    20.83,2,     1.19,2
      RUCT40_1,   A03,    87,  1,     17,    k17,2,19931015,1346, 36.2343, -55.8257, 5414,   1048.5,   6.1695,  35.0932,2,  35.0819,2,    213.3,2,    16.05,2,  -999.00,5,    20.30,2,     1.21,2
      RUCT40_1,   A03,    87,  1,     16,    a16,2,19931015,1346, 36.2343, -55.8257, 5414,   1308.2,   4.9666,  35.0290,2,  35.0444,2,    247.6,2,    14.95,2,  -999.00,5,    18.63,2,     1.15,2
      RUCT40_1,   A03,    87,  1,     15,     15,2,19931015,1346, 36.2343, -55.8257, 5414,   1548.5,   4.3714,  34.9983,2,  35.0021,2,    261.5,2,    14.54,2,  -999.00,5,    17.99,2,     1.08,2
      RUCT40_1,   A03,    87,  1,     14,     14,2,19931015,1346, 36.2343, -55.8257, 5414,   1756.8,   4.0091,  34.9978,3,  34.9747,2,    269.8,2,    15.23,2,  -999.00,5,    17.68,2,     1.08,2
      RUCT40_1,   A03,    87,  1,     13,     13,2,19931015,1346, 36.2343, -55.8257, 5414,   1996.9,   3.7741,  34.9792,2,  34.9810,2,    261.1,2,    16.20,2,  -999.00,5,    17.66,2,     1.08,2
      RUCT40_1,   A03,    87,  1,     12,    k12,3,19931015,1346, 36.2343, -55.8257, 5414,   2246.3,   3.6596,  34.9913,2,  34.9897,2,    268.0,2,    17.58,2,  -999.00,5,    17.84,2,     1.13,2
      RUCT40_1,   A03,    87,  1,     11,     11,2,19931015,1346, 36.2343, -55.8257, 5414,   2466.0,   3.4336,  34.9866,3,  34.9650,2,    271.0,2,    19.74,2,  -999.00,5,    17.65,2,     1.07,2
      RUCT40_1,   A03,    87,  1,     10,     10,2,19931015,1346, 36.2343, -55.8257, 5414,   2686.9,   3.2626,  34.9852,3,  34.9641,2,    267.9,2,    22.69,2,  -999.00,5,    17.90,2,     1.15,2
      RUCT40_1,   A03,    87,  1,      9,      9,2,19931015,1346, 36.2343, -55.8257, 5414,   2907.4,   3.0107,  34.9887,4,  34.9491,2,    267.9,2,    26.24,2,  -999.00,5,    18.27,2,     1.17,2
      RUCT40_1,   A03,    87,  1,      8,      8,2,19931015,1346, 36.2343, -55.8257, 5414,   3486.5,   2.6028,  34.9235,2,  34.9270,2,    265.7,2,    27.71,2,  -999.00,5,    17.92,2,     1.17,2
      RUCT40_1,   A03,    87,  1,      7,      7,2,19931015,1346, 36.2343, -55.8257, 5414,   4024.0,   2.3453,  34.8824,2,  34.8997,2,    270.9,2,    34.50,2,  -999.00,5,    18.42,2,     1.17,2
      RUCT40_1,   A03,    87,  1,      6,      6,2,19931015,1346, 36.2343, -55.8257, 5414,   4417.0,   2.3068,  34.8715,3,  34.8977,2,    270.0,2,    35.96,2,  -999.00,5,    18.78,2,     1.17,2
      RUCT40_1,   A03,    87,  1,      5,      5,2,19931015,1346, 36.2343, -55.8257, 5414,   4827.7,   2.2739,  34.8653,3,  34.8865,2,    269.1,2,    39.99,2,  -999.00,5,    19.20,2,     1.22,2
      RUCT40_1,   A03,    87,  1,      4,      4,2,19931015,1346, 36.2343, -55.8257, 5414,   5087.4,   2.2345,  34.8757,2,  34.8774,2,    264.8,2,    45.89,2,  -999.00,5,    20.22,2,     1.32,2
      RUCT40_1,   A03,    87,  1,      3,      3,2,19931015,1346, 36.2343, -55.8257, 5414,   5300.4,   2.2101,  34.8597,2,  34.8778,3,    262.5,2,    48.82,2,  -999.00,5,    20.57,2,     1.37,2
      RUCT40_1,   A03,    87,  1,      2,      2,2,19931015,1346, 36.2343, -55.8257, 5414,   5358.5,   2.2007,  34.8799,2,  34.8698,2,    261.1,2,    50.66,2,  -999.00,5,    20.96,2,     1.42,2
      RUCT40_1,   A03,    87,  1,      1,      1,2,19931015,1346, 36.2343, -55.8257, 5414,   5413.6,   2.1979,  34.8753,2,  34.8682,2,    261.1,2,    51.61,2,  -999.00,5,    21.07,2,     1.37,2
      RUCT40_1,   A03,    88,  1,     24,     24,2,19931015,2027, 36.2713, -56.4758, 5456,     12.3,  24.3335,  36.2540,2,  36.2355,2,    215.0,2,     2.82,2,     0.00,2,     0.01,2,     0.00,2
      RUCT40_1,   A03,    88,  1,     23,    a23,2,19931015,2027, 36.2713, -56.4758, 5456,    108.8,  20.3894,  36.6134,2,  36.6015,2,    218.8,2,     2.87,2,     0.12,2,     0.44,2,     0.01,2
      RUCT40_1,   A03,    88,  1,     22,     22,2,19931015,2027, 36.2713, -56.4758, 5456,    303.7,  18.1120,  36.5306,2,  36.5227,2,    217.5,2,     3.21,2,     0.03,2,     2.74,2,     0.14,2
      RUCT40_1,   A03,    88,  1,     21,    k21,2,19931015,2027, 36.2713, -56.4758, 5456,    420.1,  17.7762,  36.4810,2,  36.4834,2,    209.7,2,     3.39,2,     0.03,2,     4.09,2,     0.19,2
      RUCT40_1,   A03,    88,  1,     20,     20,2,19931015,2027, 36.2713, -56.4758, 5456,    594.7,  15.7027,  36.1109,2,  36.1067,2,    190.1,2,     5.66,2,     0.02,2,     9.55,2,     0.51,2
      RUCT40_1,   A03,    88,  1,     19,    k19,2,19931015,2027, 36.2713, -56.4758, 5456,    780.5,  12.0839,  35.5532,2,  35.5385,2,    168.4,2,    11.57,2,  -999.00,5,    17.68,2,     0.92,2
      RUCT40_1,   A03,    88,  1,     18,     18,2,19931015,2027, 36.2713, -56.4758, 5456,    918.4,   8.7674,  35.1918,3,  35.1715,2,    155.8,2,    18.27,2,  -999.00,5,    23.25,2,     1.34,2
      RUCT40_1,   A03,    88,  1,     17,    k17,2,19931015,2027, 36.2713, -56.4758, 5456,   1033.3,   7.1410,  35.1043,2,  35.0885,2,    185.0,2,    18.25,2,  -999.00,5,    22.26,2,     1.31,2
      RUCT40_1,   A03,    88,  1,     16,    a16,2,19931015,2027, 36.2713, -56.4758, 5456,   1564.4,   4.3807,  34.9809,2,  34.9937,2,    265.1,2,    15.66,2,  -999.00,5,    18.22,2,     1.07,2
      RUCT40_1,   A03,    88,  1,     15,     15,2,19931015,2027, 36.2713, -56.4758, 5456,   1734.0,   4.0487,  34.9872,2,  34.9681,2,    271.1,2,    15.55,2,  -999.00,5,    17.53,2,     1.02,2
      RUCT40_1,   A03,    88,  1,     14,     14,2,19931015,2027, 36.2713, -56.4758, 5456,   1920.5,   3.8771,  34.9675,2,  34.9570,2,    275.4,2,    16.07,2,  -999.00,5,    17.57,2,     1.01,2
      RUCT40_1,   A03,    88,  1,     13,     13,2,19931015,2027, 36.2713, -56.4758, 5456,   2196.3,   3.7020,  34.9702,2,  34.9781,2,    269.8,2,    16.87,2,  -999.00,5,    17.58,2,     1.05,2
      RUCT40_1,   A03,    88,  1,     12,    k12,2,19931015,2027, 36.2713, -56.4758, 5456,   2466.1,   3.5317,  34.9638,2,  34.9635,2,    273.6,2,    19.02,2,  -999.00,5,    17.58,2,     1.06,2
      RUCT40_1,   A03,    88,  1,     11,     11,2,19931015,2027, 36.2713, -56.4758, 5456,   2655.8,   3.4050,  34.9703,2,  34.9618,2,    282.3,4,    20.45,2,  -999.00,5,    17.42,2,     1.03,2
