BOTTLE,20001102WHPSIOJJW
#code : jjward hyd_to_exchange.pl V1.0
#original files copied from HTML directory: 2000.09.25
#original HYD file: a03hy.txt   Fri Oct 27 14:26:11 2000
#original SUM file: a03su.txt   Mon Sep 25 14:38:01 2000
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W
,,,,,,,,,,,,DBAR,IPTS-68,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,
      RUCT40_1,   A03,    40,  1,     20,     20,2,19931003,1835, 36.2412, -27.6593, 3294,    406.8,  11.9642,  35.6070,2,  35.6235,2,    211.9,2,     6.73,2,     0.01,2,    13.20,2,     0.72,2
      RUCT40_1,   A03,    40,  1,     19,    k19,2,19931003,1835, 36.2412, -27.6593, 3294,    490.5,  11.1859,  35.5250,2,  35.5395,2,    210.2,2,     7.10,2,  -999.00,5,    13.63,2,     0.80,3
      RUCT40_1,   A03,    40,  1,     18,     18,2,19931003,1835, 36.2412, -27.6593, 3294,    565.4,  10.7548,  35.5031,2,  35.5140,2,    209.7,2,     7.79,2,  -999.00,5,    14.71,2,     0.85,3
      RUCT40_1,   A03,    40,  1,     17,    k17,2,19931003,1835, 36.2412, -27.6593, 3294,    638.8,  10.2870,  35.5076,2,  35.5101,2,    199.3,2,     9.70,2,  -999.00,5,    16.09,2,     0.95,2
      RUCT40_1,   A03,    40,  1,     16,    a16,2,19931003,1835, 36.2412, -27.6593, 3294,    815.8,   9.3488,  35.5720,2,  35.5749,2,    195.3,2,    11.85,2,  -999.00,5,    17.27,2,     1.01,2
      RUCT40_1,   A03,    40,  1,     15,     15,2,19931003,1835, 36.2412, -27.6593, 3294,    899.3,   8.8151,  35.5325,2,  35.5413,2,    204.5,2,    12.03,2,  -999.00,5,    17.39,2,     1.01,2
      RUCT40_1,   A03,    40,  1,     14,     14,2,19931003,1835, 36.2412, -27.6593, 3294,   1011.6,   8.2874,  35.5415,2,  35.5456,2,    208.3,2,    12.20,2,  -999.00,5,    16.79,2,     1.02,2
      RUCT40_1,   A03,    40,  1,     13,     13,2,19931003,1835, 36.2412, -27.6593, 3294,   1130.5,   7.9964,  35.5587,2,  35.5674,2,    211.4,2,    12.50,2,  -999.00,5,    17.00,2,     1.03,2
      RUCT40_1,   A03,    40,  1,     12,     12,2,19931003,1835, 36.2412, -27.6593, 3294,   1235.8,   7.5136,  35.5227,2,  35.5351,2,    215.3,2,    12.63,2,  -999.00,5,    16.17,2,     1.03,2
      RUCT40_1,   A03,    40,  1,     11,     11,2,19931003,1835, 36.2412, -27.6593, 3294,   1589.1,   5.2641,  35.1726,3,  35.1995,2,    250.5,2,    13.16,2,  -999.00,5,    15.89,2,     1.05,2
      RUCT40_1,   A03,    40,  1,     10,     10,2,19931003,1835, 36.2412, -27.6593, 3294,   1691.4,   4.8490,  35.1330,2,  35.1421,2,    253.5,2,    13.40,2,  -999.00,5,    16.23,2,     1.04,2
      RUCT40_1,   A03,    40,  1,      9,      9,2,19931003,1835, 36.2412, -27.6593, 3294,   1943.0,   3.9318,  35.0072,2,  35.0164,2,    267.4,2,    14.90,2,  -999.00,5,    16.48,2,     1.06,2
      RUCT40_1,   A03,    40,  1,      8,      8,2,19931003,1835, 36.2412, -27.6593, 3294,   2017.4,   3.6923,  34.9836,2,  34.9872,2,    267.9,2,    15.87,2,  -999.00,5,    16.68,2,     1.06,2
      RUCT40_1,   A03,    40,  1,      7,      7,2,19931003,1835, 36.2412, -27.6593, 3294,   2111.9,   3.6345,  34.9889,2,  34.9943,2,    266.5,2,    17.24,2,  -999.00,5,    16.94,2,     1.09,2
      RUCT40_1,   A03,    40,  1,      6,      6,2,19931003,1835, 36.2412, -27.6593, 3294,   2370.9,   3.2801,  34.9790,2,  34.9726,2,    264.3,2,    21.84,2,  -999.00,5,    17.23,2,     1.13,2
      RUCT40_1,   A03,    40,  1,      5,      5,2,19931003,1835, 36.2412, -27.6593, 3294,   2656.5,   3.0508,  34.9369,2,  34.9545,2,    264.3,2,    25.47,2,  -999.00,5,    18.39,2,     1.17,2
      RUCT40_1,   A03,    40,  1,      4,      4,2,19931003,1835, 36.2412, -27.6593, 3294,   2929.1,   2.8971,  34.9451,2,  34.9474,2,    258.6,2,    29.99,2,  -999.00,5,    18.22,2,     1.19,2
      RUCT40_1,   A03,    40,  1,      3,      3,2,19931003,1835, 36.2412, -27.6593, 3294,   2938.1,   2.8406,  35.0006,4,  34.9423,2,    259.0,2,    32.04,2,  -999.00,5,    18.77,2,     1.22,2
      RUCT40_1,   A03,    40,  1,      2,      2,2,19931003,1835, 36.2412, -27.6593, 3294,   3144.0,   2.8133,  34.9386,2,  34.9373,2,    256.8,2,    33.15,2,  -999.00,5,    18.84,2,     1.25,2
      RUCT40_1,   A03,    40,  1,      1,      1,2,19931003,1835, 36.2412, -27.6593, 3294,   3248.8,   2.7737,  34.9455,2,  34.9358,2,    258.0,2,    34.52,2,  -999.00,5,    19.18,2,     1.26,2
      RUCT40_1,   A03,    41,  1,     24,     24,2,19931003,0006, 36.2502, -28.2547, 3246,     12.5,  22.6260,  36.4179,3,  36.1217,3,    256.8,2,     1.37,2,     0.00,2,     0.56,2,     0.00,2
      RUCT40_1,   A03,    41,  1,     23,     23,2,19931003,0006, 36.2502, -28.2547, 3246,    102.2,  15.5458,  36.0408,2,  36.0455,2,    239.8,2,     1.99,2,     0.16,2,     2.02,2,     0.17,2
      RUCT40_1,   A03,    41,  1,     22,     22,2,19931003,0006, 36.2502, -28.2547, 3246,    196.0,  13.9336,  35.9015,2,  35.8986,2,    220.7,2,     3.98,2,     0.01,2,     7.34,2,     0.45,2
      RUCT40_1,   A03,    41,  1,     21,     21,2,19931003,0006, 36.2502, -28.2547, 3246,    303.6,  12.7195,  35.7042,2,  35.7225,2,    218.9,2,     5.11,2,     0.00,2,    10.13,2,     0.59,2
      RUCT40_1,   A03,    41,  1,     20,     20,2,19931003,0006, 36.2502, -28.2547, 3246,    594.3,  10.5130,  35.4818,2,  35.4860,2,    213.7,2,     8.27,2,     0.01,2,    14.18,2,     0.84,3
      RUCT40_1,   A03,    41,  1,     19,    k19,2,19931003,0006, 36.2502, -28.2547, 3246,    791.4,   9.7498,  35.5777,2,  35.5723,2,    193.7,2,    10.93,2,  -999.00,5,    16.60,2,     1.00,2
      RUCT40_1,   A03,    41,  1,     18,     18,2,19931003,0006, 36.2502, -28.2547, 3246,    994.9,   8.8293,  35.6194,2,  35.6209,2,    198.0,2,    12.52,2,  -999.00,5,    17.32,2,     1.02,2
      RUCT40_1,   A03,    41,  1,     17,    k17,2,19931003,0006, 36.2502, -28.2547, 3246,   1092.9,   8.3064,  35.5870,2,  35.5919,2,    206.7,2,    12.99,2,  -999.00,5,    17.21,2,     1.07,2
      RUCT40_1,   A03,    41,  1,     16,    a16,2,19931003,0006, 36.2502, -28.2547, 3246,   1195.1,   7.2775,  35.4440,2,  35.4591,2,    206.7,2,    12.73,2,  -999.00,5,    17.00,2,     1.06,2
      RUCT40_1,   A03,    41,  1,     15,     15,2,19931003,0006, 36.2502, -28.2547, 3246,   1309.1,   5.9471,  35.3206,2,  35.2783,3,    239.3,2,    13.48,2,  -999.00,5,    17.22,2,     1.06,2
      RUCT40_1,   A03,    41,  1,     14,     14,2,19931003,0006, 36.2502, -28.2547, 3246,   1601.5,   4.9649,  35.1540,2,  35.1522,2,    253.7,2,    13.94,2,  -999.00,5,    16.85,2,     1.07,2
      RUCT40_1,   A03,    41,  1,     13,     13,2,19931003,0006, 36.2502, -28.2547, 3246,   1798.9,   4.4021,  35.0722,2,  35.0840,2,    260.6,2,    14.86,2,  -999.00,5,    16.95,2,     1.08,2
      RUCT40_1,   A03,    41,  1,     12,     12,2,19931003,0006, 36.2502, -28.2547, 3246,   1901.8,   4.0159,  35.0289,2,  35.0406,2,    264.5,2,    15.55,2,  -999.00,5,    16.69,2,     1.07,2
      RUCT40_1,   A03,    41,  1,     11,     11,2,19931003,0006, 36.2502, -28.2547, 3246,   2009.0,   3.8748,  35.0158,2,  35.0195,2,    266.2,2,    16.45,2,  -999.00,5,    16.78,2,     1.09,2
      RUCT40_1,   A03,    41,  1,     10,     10,2,19931003,0006, 36.2502, -28.2547, 3246,   2112.6,   3.6826,  34.9887,2,  35.0051,2,    266.2,2,    17.65,2,  -999.00,5,    16.98,2,     1.09,2
      RUCT40_1,   A03,    41,  1,      9,      9,2,19931003,0006, 36.2502, -28.2547, 3246,   2205.1,   3.4840,  34.9722,2,  34.9829,2,    267.5,2,    19.17,2,  -999.00,5,    17.94,2,     1.12,2
      RUCT40_1,   A03,    41,  1,      8,      8,2,19931003,0006, 36.2502, -28.2547, 3246,   2395.1,   3.2572,  34.9610,2,  34.9667,2,    264.4,2,    21.56,2,  -999.00,5,    18.15,2,     1.13,2
      RUCT40_1,   A03,    41,  1,      7,      7,2,19931003,0006, 36.2502, -28.2547, 3246,   2590.1,   3.0845,  34.9520,2,  34.9545,2,    264.8,2,    24.58,2,  -999.00,5,    18.16,2,     1.14,2
      RUCT40_1,   A03,    41,  1,      6,      6,2,19931003,0006, 36.2502, -28.2547, 3246,   2716.0,   3.0279,  34.9233,4,  34.9533,2,    263.0,2,    26.36,2,  -999.00,5,    18.03,2,     1.19,2
      RUCT40_1,   A03,    41,  1,      5,      5,2,19931003,0006, 36.2502, -28.2547, 3246,   2801.4,   2.9525,  34.9439,2,  34.9501,2,    263.0,2,    28.55,2,  -999.00,5,    18.50,2,     1.21,2
      RUCT40_1,   A03,    41,  1,      4,      4,2,19931003,0006, 36.2502, -28.2547, 3246,   2896.9,   2.8771,  34.9507,2,  34.9460,2,    258.2,2,    30.72,2,  -999.00,5,    18.70,2,     1.25,2
      RUCT40_1,   A03,    41,  1,      3,      3,2,19931003,0006, 36.2502, -28.2547, 3246,   2915.0,   2.8375,  34.9736,3,  34.9427,2,    260.3,2,    31.18,2,  -999.00,5,    19.60,2,     1.28,2
      RUCT40_1,   A03,    41,  1,      2,      2,2,19931003,0006, 36.2502, -28.2547, 3246,   2939.0,   2.8055,  35.0170,4,  34.9409,2,    256.3,2,    32.89,2,  -999.00,5,    18.94,2,     1.26,2
      RUCT40_1,   A03,    41,  1,      1,      1,2,19931003,0006, 36.2502, -28.2547, 3246,   3225.7,   2.7669,  34.9424,2,  34.9364,2,    255.0,2,    33.97,2,  -999.00,5,    19.01,2,     1.27,2
      RUCT40_1,   A03,    42,  1,     24,     24,2,19931004,0608, 36.2363, -28.8393, 3501,     11.4,  23.1471,  36.4919,2,  35.5940,4,    206.4,4,     7.59,4,     0.00,4,    11.46,4,     0.86,4
      RUCT40_1,   A03,    42,  1,     23,     23,2,19931004,0608, 36.2363, -28.8393, 3501,     39.4,  21.1664,  36.2926,2,  36.2731,2,    245.9,2,     1.54,2,     0.01,2,     0.59,2,     0.01,3
      RUCT40_1,   A03,    42,  1,     22,     22,2,19931004,0608, 36.2363, -28.8393, 3501,    112.5,  16.2114,  36.1899,2,  36.2042,2,    227.6,2,     2.35,2,     0.05,2,     2.04,2,     0.18,3
      RUCT40_1,   A03,    42,  1,     21,     21,2,19931004,0608, 36.2363, -28.8393, 3501,    195.5,  14.8896,  36.0029,3,  36.0286,2,    219.3,2,     3.60,2,     0.02,2,     5.31,2,     0.37,3
      RUCT40_1,   A03,    42,  1,     20,     20,2,19931004,0608, 36.2363, -28.8393, 3501,    297.1,  13.5632,  35.8396,2,  35.8483,2,    211.5,2,     5.03,2,     0.02,2,     8.06,2,     0.59,3
      RUCT40_1,   A03,    42,  1,     19,    k19,2,19931004,0608, 36.2363, -28.8393, 3501,    422.2,  11.7522,  35.5655,2,  35.5798,2,    201.1,2,     7.59,2,  -999.00,5,    11.45,2,     0.86,3
      RUCT40_1,   A03,    42,  1,     18,     18,2,19931004,0608, 36.2363, -28.8393, 3501,    598.8,  10.5214,  35.4878,2,  35.4966,2,    202.8,2,     8.88,2,  -999.00,5,    13.12,2,     0.99,3
      RUCT40_1,   A03,    42,  1,     17,    k17,2,19931004,0608, 36.2363, -28.8393, 3501,    783.7,   9.2647,  33.9146,4,  35.4605,2,    198.9,2,    10.88,2,  -999.00,5,    15.27,2,     1.13,3
      RUCT40_1,   A03,    42,  1,     16,    a16,2,19931004,0608, 36.2363, -28.8393, 3501,   1035.5,   8.4206,  35.5804,2,  35.5810,2,    204.9,2,    12.06,2,  -999.00,5,    16.34,2,     1.14,3
      RUCT40_1,   A03,    42,  1,     15,     15,2,19931004,0608, 36.2363, -28.8393, 3501,   1055.2,   8.3379,  35.5896,2,  35.5885,2,    205.8,2,    12.16,2,  -999.00,5,    15.86,2,     1.15,3
      RUCT40_1,   A03,    42,  1,     14,     14,2,19931004,0608, 36.2363, -28.8393, 3501,   1071.6,   8.1151,  35.5571,2,  35.5488,2,    208.3,2,    12.28,2,  -999.00,5,    15.96,2,     1.17,3
      RUCT40_1,   A03,    42,  1,     13,     13,2,19931004,0608, 36.2363, -28.8393, 3501,   1097.5,   7.7742,  35.4904,2,  35.4970,2,    211.8,2,    12.41,2,  -999.00,5,    16.02,2,     1.17,3
      RUCT40_1,   A03,    42,  1,     12,     12,2,19931004,0608, 36.2363, -28.8393, 3501,   1260.4,   6.5157,  35.3256,2,  35.3410,2,    280.5,4,    12.82,2,  -999.00,5,    15.95,2,     1.17,3
      RUCT40_1,   A03,    42,  1,     11,     11,2,19931004,0608, 36.2363, -28.8393, 3501,   1370.8,   6.0367,  35.3132,2,  35.2942,2,    236.1,2,    13.22,2,  -999.00,5,    16.06,2,     1.16,3
      RUCT40_1,   A03,    42,  1,     10,     10,2,19931004,0608, 36.2363, -28.8393, 3501,   1624.2,   5.0161,  35.1381,2,  35.1581,2,    251.4,2,    13.39,2,  -999.00,5,    16.08,2,     1.19,3
      RUCT40_1,   A03,    42,  1,      9,      9,2,19931004,0608, 36.2363, -28.8393, 3501,   1821.6,   4.3012,  35.0472,2,  35.0572,2,    260.9,2,    14.01,2,  -999.00,5,    15.76,2,     1.18,3
      RUCT40_1,   A03,    42,  1,      8,      8,2,19931004,0608, 36.2363, -28.8393, 3501,   1825.2,   4.2832,  35.0538,2,  35.0546,2,    260.0,2,    14.12,2,  -999.00,5,    15.79,2,     1.19,3
      RUCT40_1,   A03,    42,  1,      7,      7,2,19931004,0608, 36.2363, -28.8393, 3501,   1943.6,   4.0375,  35.0249,2,  35.0278,2,    264.3,2,    15.15,2,  -999.00,5,    15.81,2,     1.16,3
      RUCT40_1,   A03,    42,  1,      6,      6,2,19931004,0608, 36.2363, -28.8393, 3501,   2352.5,   3.3174,  34.9566,2,  34.9628,2,    264.3,2,    20.78,2,  -999.00,5,    16.45,2,     1.28,3
      RUCT40_1,   A03,    42,  1,      5,      5,2,19931004,0608, 36.2363, -28.8393, 3501,   2779.5,   2.9853,  34.9382,2,  34.9466,2,    260.4,2,    27.77,2,  -999.00,5,    17.15,2,     1.36,3
      RUCT40_1,   A03,    42,  1,      4,      4,2,19931004,0608, 36.2363, -28.8393, 3501,   3185.7,   2.8204,  34.9320,2,  34.9427,2,    253.8,2,    33.99,2,  -999.00,5,    18.22,2,     1.40,3
      RUCT40_1,   A03,    42,  1,      3,      3,2,19931004,0608, 36.2363, -28.8393, 3501,   3335.2,   2.8119,  34.9171,3,  34.9362,2,    255.1,2,    34.88,2,  -999.00,5,    18.33,2,     1.41,3
      RUCT40_1,   A03,    42,  1,      2,      2,2,19931004,0608, 36.2363, -28.8393, 3501,   3421.4,   2.8091,  34.9143,3,  34.9393,2,    253.3,2,    34.71,2,  -999.00,5,    18.18,2,     1.41,3
      RUCT40_1,   A03,    42,  1,      1,      1,2,19931004,0608, 36.2363, -28.8393, 3501,   3458.4,   2.8091,  34.9284,2,  34.9371,2,    255.0,2,    35.47,2,  -999.00,5,    18.47,2,     1.46,3
      RUCT40_1,   A03,    43,  1,     24,     24,2,19931004,1231, 36.2540, -29.4343, 3340,      7.3,  23.6555,  36.5969,2,  36.5973,2,    219.3,2,     1.05,2,     0.00,2,     0.00,2,     0.00,2
      RUCT40_1,   A03,    43,  1,     23,     23,2,19931004,1231, 36.2540, -29.4343, 3340,    180.8,  15.3994,  36.1340,2,  36.1213,2,    219.8,2,     2.80,2,     0.01,2,     4.38,2,     0.33,2
      RUCT40_1,   A03,    43,  1,     22,     22,2,19931004,1231, 36.2540, -29.4343, 3340,    303.4,  13.2982,  35.7836,2,  35.8002,2,    204.6,4,     5.55,2,     0.01,2,     9.70,2,     0.65,2
      RUCT40_1,   A03,    43,  1,     21,     21,3,19931004,1231, 36.2540, -29.4343, 3340,    486.5,  11.4643,  35.5666,2,  35.5772,2,    213.7,2,     7.11,2,     0.01,2,    12.18,2,     0.83,2
      RUCT40_1,   A03,    43,  1,     20,     20,2,19931004,1231, 36.2540, -29.4343, 3340,    676.3,  10.1372,  35.4782,2,  35.4864,2,    195.9,2,    10.19,2,     0.01,2,    15.10,2,     1.03,2
      RUCT40_1,   A03,    43,  1,     19,    k19,2,19931004,1231, 36.2540, -29.4343, 3340,    806.8,   9.5406,  35.5811,2,  35.5778,2,    190.6,2,    11.78,2,  -999.00,5,    16.07,2,     1.10,2
      RUCT40_1,   A03,    43,  1,     18,     18,2,19931004,1231, 36.2540, -29.4343, 3340,    836.1,   9.5483,  35.6489,2,  35.6383,2,    192.3,2,    12.01,2,  -999.00,5,    16.23,2,     1.11,2
      RUCT40_1,   A03,    43,  1,     16,    a16,2,19931004,1231, 36.2540, -29.4343, 3340,    892.2,   9.2972,  35.6412,2,  35.6415,2,    193.6,2,    12.23,2,  -999.00,5,    16.65,2,     1.13,2
      RUCT40_1,   A03,    43,  1,     17,    k17,2,19931004,1231, 36.2540, -29.4343, 3340,    892.9,   9.2818,  35.6375,2,  35.6405,2,    194.9,2,    12.31,2,  -999.00,5,    16.28,2,     1.12,2
      RUCT40_1,   A03,    43,  1,     15,     15,2,19931004,1231, 36.2540, -29.4343, 3340,    905.9,   9.2251,  35.6701,2,  35.6557,2,    195.7,2,    12.02,2,  -999.00,5,    16.15,2,     1.15,2
      RUCT40_1,   A03,    43,  1,     14,     14,2,19931004,1231, 36.2540, -29.4343, 3340,    914.3,   8.9616,  35.6510,2,  35.6413,2,    197.0,2,    12.20,2,  -999.00,5,    16.18,2,     1.13,2
      RUCT40_1,   A03,    43,  1,     13,     13,2,19931004,1231, 36.2540, -29.4343, 3340,    976.9,   8.7135,  35.6245,2,  35.6211,2,    199.6,2,    12.40,2,  -999.00,5,    16.32,2,     1.14,2
      RUCT40_1,   A03,    43,  1,     12,     12,2,19931004,1231, 36.2540, -29.4343, 3340,    979.6,   8.7097,  35.6270,2,  35.6268,2,    202.6,2,    12.34,2,  -999.00,5,    16.52,2,     1.13,2
      RUCT40_1,   A03,    43,  1,     11,     11,2,19931004,1231, 36.2540, -29.4343, 3340,   1080.5,   7.9065,  35.5322,2,  35.5377,2,    210.4,2,    12.98,2,  -999.00,5,    16.58,2,     1.13,2
      RUCT40_1,   A03,    43,  1,     10,     10,2,19931004,1231, 36.2540, -29.4343, 3340,   1365.9,   5.6468,  35.2243,2,  35.2362,2,    231.7,2,    13.51,2,  -999.00,5,    16.56,2,     1.17,2
      RUCT40_1,   A03,    43,  1,      9,      9,2,19931004,1231, 36.2540, -29.4343, 3340,   1733.2,   4.0459,  34.9976,2,  35.0102,2,    266.1,2,    14.57,2,  -999.00,5,    16.33,2,     1.17,2
      RUCT40_1,   A03,    43,  1,      8,      8,2,19931004,1231, 36.2540, -29.4343, 3340,   2004.4,   3.7058,  34.9638,2,  34.9769,2,    267.9,2,    16.18,2,  -999.00,5,    16.31,2,     1.19,2
      RUCT40_1,   A03,    43,  1,      7,      7,2,19931004,1231, 36.2540, -29.4343, 3340,   2292.8,   3.4438,  34.9628,2,  34.9637,2,    267.8,2,    19.01,2,  -999.00,5,    16.30,2,     1.17,2
      RUCT40_1,   A03,    43,  1,      6,      6,2,19931004,1231, 36.2540, -29.4343, 3340,   2687.0,   3.1747,  34.9436,2,  34.9582,2,    263.0,2,    24.14,2,  -999.00,5,    17.31,2,     1.28,2
      RUCT40_1,   A03,    43,  1,      5,      5,2,19931004,1231, 36.2540, -29.4343, 3340,   2912.2,   2.9427,  34.9844,4,  34.9490,2,    259.9,2,    30.18,2,  -999.00,5,    18.10,2,     1.34,2
      RUCT40_1,   A03,    43,  1,      4,      4,2,19931004,1231, 36.2540, -29.4343, 3340,   2916.8,   2.9323,  34.9933,4,  34.9484,2,    259.9,2,    29.71,2,  -999.00,5,    18.42,2,     1.32,2
      RUCT40_1,   A03,    43,  1,      3,      3,2,19931004,1231, 36.2540, -29.4343, 3340,   3219.0,   2.8729,  34.9232,2,  34.9432,2,    256.8,2,    32.18,2,  -999.00,5,    18.26,2,     1.38,2
      RUCT40_1,   A03,    43,  1,      2,      2,2,19931004,1231, 36.2540, -29.4343, 3340,   3257.0,   2.8673,  34.9234,2,  34.9432,2,    256.3,2,    33.60,2,  -999.00,5,    18.61,2,     1.37,2
      RUCT40_1,   A03,    43,  1,      1,      1,2,19931004,1231, 36.2540, -29.4343, 3340,   3299.7,   2.8550,  34.9382,2,  34.9405,2,    255.0,2,    32.73,2,  -999.00,5,    18.36,2,     1.38,2
      RUCT40_1,   A03,    44,  1,     23,     23,2,19931004,1810, 36.2417, -30.0337, 3168,      7.9,  23.6436,  36.4953,2,  36.5097,2,    222.3,2,     1.49,2,     0.00,2,     0.00,2,     0.00,2
      RUCT40_1,   A03,    44,  1,     24,     24,2,19931004,1810, 36.2417, -30.0337, 3168,      7.9,  23.6472,  36.4862,2,  36.5050,2,    221.5,2,     1.17,2,     0.00,2,     0.00,2,     0.00,2
      RUCT40_1,   A03,    44,  1,     22,     22,2,19931004,1810, 36.2417, -30.0337, 3168,     67.2,  17.8279,  36.3338,2,  36.3288,2,    243.2,2,     1.50,2,     0.00,2,     0.00,2,     0.00,2
      RUCT40_1,   A03,    44,  1,     21,    k21,2,19931004,1810, 36.2417, -30.0337, 3168,    162.3,  16.1653,  36.2190,2,  36.2233,2,    219.7,2,     3.04,2,     0.03,2,     4.44,2,     0.28,2
      RUCT40_1,   A03,    44,  1,     20,     20,2,19931004,1810, 36.2417, -30.0337, 3168,    202.2,  15.6958,  36.1789,3,  36.1514,2,    226.2,2,     3.32,2,     0.00,2,     5.21,2,     0.33,2
      RUCT40_1,   A03,    44,  1,     19,    k19,2,19931004,1810, 36.2417, -30.0337, 3168,    316.7,  13.8745,  35.8319,3,  35.8526,2,    208.4,2,     5.15,2,  -999.00,5,     9.05,2,     0.55,2
      RUCT40_1,   A03,    44,  1,     18,     18,2,19931004,1810, 36.2417, -30.0337, 3168,    415.5,  12.6372,  35.6734,3,  35.6940,2,    204.5,2,     6.61,2,  -999.00,5,    11.60,2,     0.69,2
      RUCT40_1,   A03,    44,  1,     17,    k17,2,19931004,1810, 36.2417, -30.0337, 3168,    667.4,  10.2583,  35.4943,2,  35.4926,2,    193.6,2,    10.26,2,  -999.00,5,    15.83,2,     0.99,2
      RUCT40_1,   A03,    44,  1,     16,    a16,2,19931004,1810, 36.2417, -30.0337, 3168,    751.4,  10.0523,  35.5804,2,  35.5730,2,    193.6,2,    10.68,2,  -999.00,5,    16.27,2,     0.98,2
      RUCT40_1,   A03,    44,  1,     15,     15,2,19931004,1810, 36.2417, -30.0337, 3168,    837.6,   9.8579,  35.6875,2,  35.6776,2,    194.0,2,    11.17,2,  -999.00,5,    15.94,2,     0.99,2
      RUCT40_1,   A03,    44,  1,     14,     14,2,19931004,1810, 36.2417, -30.0337, 3168,    923.1,   8.5451,  35.5245,3,  35.4948,2,    200.5,2,    13.03,2,  -999.00,5,    17.62,2,     1.11,2
      RUCT40_1,   A03,    44,  1,     13,     13,2,19931004,1810, 36.2417, -30.0337, 3168,   1015.2,   8.5307,  35.5610,2,  35.5546,2,    205.7,2,    13.29,2,  -999.00,5,    16.47,2,     1.04,2
      RUCT40_1,   A03,    44,  1,     12,     12,2,19931004,1810, 36.2417, -30.0337, 3168,   1089.0,   8.1300,  35.5437,2,  35.5522,2,    208.3,2,    12.67,2,  -999.00,5,    16.70,2,     1.03,2
      RUCT40_1,   A03,    44,  1,     11,     11,2,19931004,1810, 36.2417, -30.0337, 3168,   1190.7,   7.7978,  35.5351,2,  35.5327,2,    217.4,2,    12.41,2,  -999.00,5,    16.19,2,     1.03,2
      RUCT40_1,   A03,    44,  1,     10,     10,2,19931004,1810, 36.2417, -30.0337, 3168,   1314.9,   6.5756,  35.3812,2,  35.0955,4,   -999.0,5,  -999.00,5,  -999.00,5,  -999.00,5,  -999.00,5
      RUCT40_1,   A03,    44,  1,      9,      9,2,19931004,1810, 36.2417, -30.0337, 3168,   1673.5,   4.6199,  35.0819,2,  35.0955,2,    263.1,2,    14.04,2,  -999.00,5,    16.49,2,     1.05,2
      RUCT40_1,   A03,    44,  1,      8,      8,2,19931004,1810, 36.2417, -30.0337, 3168,   1798.9,   4.2771,  35.0414,2,  35.0554,2,    263.9,2,    14.55,2,  -999.00,5,    16.65,2,     1.04,2
      RUCT40_1,   A03,    44,  1,      7,      7,2,19931004,1810, 36.2417, -30.0337, 3168,   2010.6,   3.8940,  35.0242,2,  35.0184,2,    265.6,2,    16.27,2,  -999.00,5,    16.30,2,     1.07,2
      RUCT40_1,   A03,    44,  1,      6,      6,2,19931004,1810, 36.2417, -30.0337, 3168,   2266.6,   3.4313,  34.9763,2,  34.9780,2,    266.0,2,    19.88,2,  -999.00,5,    16.89,2,     1.10,2
      RUCT40_1,   A03,    44,  1,      5,      5,2,19931004,1810, 36.2417, -30.0337, 3168,   2544.6,   3.1028,  34.9512,2,  34.9559,2,    267.8,2,    24.12,2,  -999.00,5,    17.02,2,     1.13,2
      RUCT40_1,   A03,    44,  1,      4,      4,2,19931004,1810, 36.2417, -30.0337, 3168,   2678.8,   3.0179,  34.9483,2,  34.9539,2,    259.9,2,    27.36,2,  -999.00,5,    17.70,2,     1.16,2
      RUCT40_1,   A03,    44,  1,      3,      3,2,19931004,1810, 36.2417, -30.0337, 3168,   2830.5,   2.9509,  34.9503,2,  34.9490,2,    260.7,2,    29.50,2,  -999.00,5,    18.05,2,     1.18,2
      RUCT40_1,   A03,    44,  1,      2,      2,2,19931004,1810, 36.2417, -30.0337, 3168,   2963.8,   2.9189,  34.9663,2,  34.9472,2,    260.3,2,    29.75,2,  -999.00,5,    17.94,2,     1.22,2
      RUCT40_1,   A03,    44,  1,      1,      1,2,19931004,1810, 36.2417, -30.0337, 3168,   3132.5,   2.8934,  34.9487,2,  34.9464,2,    265.9,2,    32.00,2,  -999.00,5,    18.51,2,     1.23,2
      RUCT40_1,   A03,    45,  1,     24,     24,2,19931005,2330, 36.2367, -30.6248, 3169,     11.9,  23.5135,  36.5461,2,  36.5570,2,    224.5,2,     1.49,2,     0.00,2,     0.08,2,     0.02,2
      RUCT40_1,   A03,    45,  1,     23,     23,2,19931005,2330, 36.2367, -30.6248, 3169,    100.5,  16.8340,  36.3103,2,  36.3050,2,    226.3,2,     2.41,2,     0.08,2,     2.11,2,     0.14,2
      RUCT40_1,   A03,    45,  1,     22,     22,2,19931005,2330, 36.2367, -30.6248, 3169,    190.4,  14.9874,  36.0238,2,  36.0288,2,    215.0,2,     4.10,2,     0.00,2,     6.83,2,     0.40,2
